Sequence	Position	P start	P occupied
TEMP	33867	0.00258	0.727
TEMP	33868	0.00378	0.730
TEMP	33869	0.00381	0.733
TEMP	33870	0.00252	0.734
TEMP	33871	0.00129	0.733
TEMP	33872	0.000782	0.730
TEMP	33873	0.000652	0.726
TEMP	33874	0.000519	0.721
TEMP	33875	0.000568	0.717
TEMP	33876	0.000552	0.715
TEMP	33877	0.000816	0.714
TEMP	33878	0.00113	0.714
TEMP	33879	0.00202	0.715
TEMP	33880	0.00377	0.716
TEMP	33881	0.00445	0.715
TEMP	33882	0.00407	0.711
TEMP	33883	0.00296	0.705
TEMP	33884	0.00191	0.701
TEMP	33885	0.00161	0.699
TEMP	33886	0.00126	0.698
TEMP	33887	0.00136	0.698
TEMP	33888	0.00162	0.699
TEMP	33889	0.00207	0.700
TEMP	33890	0.00186	0.701
TEMP	33891	0.00185	0.700
TEMP	33892	0.00145	0.694
TEMP	33893	0.00153	0.683
TEMP	33894	0.00168	0.672
TEMP	33895	0.00244	0.668
TEMP	33896	0.00336	0.668
TEMP	33897	0.00274	0.667
TEMP	33898	0.00183	0.665
TEMP	33899	0.00147	0.662
TEMP	33900	0.00148	0.660
TEMP	33901	0.00169	0.657
TEMP	33902	0.00168	0.654
TEMP	33903	0.00142	0.649
TEMP	33904	0.000972	0.644
TEMP	33905	0.00103	0.641
TEMP	33906	0.000965	0.638
TEMP	33907	0.00128	0.636
TEMP	33908	0.00149	0.635
TEMP	33909	0.00121	0.633
TEMP	33910	0.000941	0.629
TEMP	33911	0.000579	0.623
TEMP	33912	0.000524	0.614
TEMP	33913	0.000532	0.603
TEMP	33914	0.000941	0.588
TEMP	33915	0.00223	0.574
TEMP	33916	0.00472	0.571
TEMP	33917	0.00749	0.574
TEMP	33918	0.00791	0.578
TEMP	33919	0.00839	0.583
TEMP	33920	0.00393	0.584
TEMP	33921	0.00214	0.582
TEMP	33922	0.00132	0.577
TEMP	33923	0.00122	0.571
TEMP	33924	0.0011	0.566
TEMP	33925	0.00132	0.563
TEMP	33926	0.0015	0.560
TEMP	33927	0.00152	0.559
TEMP	33928	0.00251	0.560
TEMP	33929	0.00414	0.562
TEMP	33930	0.00408	0.564
TEMP	33931	0.00345	0.565
TEMP	33932	0.00192	0.564
TEMP	33933	0.00134	0.562
TEMP	33934	0.00121	0.562
TEMP	33935	0.000975	0.561
TEMP	33936	0.000955	0.561
TEMP	33937	0.000823	0.560
TEMP	33938	0.000739	0.560
TEMP	33939	0.000555	0.560
TEMP	33940	0.000716	0.559
TEMP	33941	0.000985	0.555
TEMP	33942	0.00135	0.552
TEMP	33943	0.00144	0.549
TEMP	33944	0.0016	0.547
TEMP	33945	0.00142	0.546
TEMP	33946	0.00118	0.546
TEMP	33947	0.000987	0.545
TEMP	33948	0.000743	0.544
TEMP	33949	0.000828	0.543
TEMP	33950	0.00106	0.542
TEMP	33951	0.00121	0.542
TEMP	33952	0.00111	0.541
TEMP	33953	0.00104	0.541
TEMP	33954	0.00102	0.541
TEMP	33955	0.00103	0.542
TEMP	33956	0.0012	0.542
TEMP	33957	0.000974	0.543
TEMP	33958	0.000619	0.543
TEMP	33959	0.000323	0.543
TEMP	33960	0.000183	0.542
TEMP	33961	0.00015	0.540
TEMP	33962	0.000213	0.535
TEMP	33963	0.000386	0.525
TEMP	33964	0.000648	0.515
TEMP	33965	0.00106	0.506
TEMP	33966	0.000858	0.501
TEMP	33967	0.000829	0.500
TEMP	33968	0.000686	0.500
TEMP	33969	0.000674	0.500
TEMP	33970	0.000641	0.500
TEMP	33971	0.000314	0.499
TEMP	33972	0.00017	0.498
TEMP	33973	0.000134	0.495
TEMP	33974	0.000167	0.489
TEMP	33975	0.000267	0.479
TEMP	33976	0.000488	0.465
TEMP	33977	0.000737	0.452
TEMP	33978	0.000834	0.440
TEMP	33979	0.000605	0.431
TEMP	33980	0.000348	0.420
TEMP	33981	0.000245	0.408
TEMP	33982	0.000267	0.398
TEMP	33983	0.000338	0.389
TEMP	33984	0.000495	0.381
TEMP	33985	0.000591	0.373
TEMP	33986	0.000602	0.365
TEMP	33987	0.000528	0.359
TEMP	33988	0.000671	0.356
TEMP	33989	0.00069	0.353
TEMP	33990	0.000689	0.352
TEMP	33991	0.00048	0.350
TEMP	33992	0.000298	0.347
TEMP	33993	0.000193	0.340
TEMP	33994	0.000184	0.323
TEMP	33995	0.00032	0.294
TEMP	33996	0.000682	0.266
TEMP	33997	0.00133	0.253
TEMP	33998	0.00158	0.246
TEMP	33999	0.0015	0.242
TEMP	34000	0.00156	0.238
TEMP	34001	0.000876	0.233
TEMP	34002	0.000532	0.227
TEMP	34003	0.000417	0.221
TEMP	34004	0.000266	0.215
TEMP	34005	0.000264	0.211
TEMP	34006	0.000455	0.207
TEMP	34007	0.00063	0.205
TEMP	34008	0.000964	0.204
TEMP	34009	0.00106	0.204
TEMP	34010	0.000992	0.204
TEMP	34011	0.00072	0.204
TEMP	34012	0.000575	0.204
TEMP	34013	0.000399	0.203
TEMP	34014	0.00042	0.200
TEMP	34015	0.000321	0.197
TEMP	34016	0.000277	0.193
TEMP	34017	0.000195	0.191
TEMP	34018	0.000212	0.190
TEMP	34019	0.000216	0.190
TEMP	34020	0.000156	0.189
TEMP	34021	0.000178	0.189
TEMP	34022	0.00018	0.188
TEMP	34023	0.000155	0.188
TEMP	34024	0.000187	0.187
TEMP	34025	0.000172	0.186
TEMP	34026	0.000145	0.184
TEMP	34027	0.000131	0.181
TEMP	34028	0.000144	0.176
TEMP	34029	0.000182	0.173
TEMP	34030	0.000162	0.170
TEMP	34031	0.000135	0.168
TEMP	34032	0.000115	0.167
TEMP	34033	0.000166	0.165
TEMP	34034	0.000201	0.164
TEMP	34035	0.000224	0.163
TEMP	34036	0.000336	0.161
TEMP	34037	0.000271	0.160
TEMP	34038	0.000229	0.158
TEMP	34039	0.00023	0.157
TEMP	34040	0.000213	0.155
TEMP	34041	0.000163	0.154
TEMP	34042	0.000123	0.152
TEMP	34043	0.000144	0.148
TEMP	34044	0.000226	0.146
TEMP	34045	0.000301	0.144
TEMP	34046	0.000449	0.143
TEMP	34047	0.000486	0.142
TEMP	34048	0.00041	0.141
TEMP	34049	0.000292	0.140
TEMP	34050	0.000195	0.138
TEMP	34051	0.000107	0.138
TEMP	34052	7e-05	0.137
TEMP	34053	9e-05	0.136
TEMP	34054	0.00016	0.135
TEMP	34055	0.000349	0.133
TEMP	34056	0.000676	0.133
TEMP	34057	0.000808	0.133
TEMP	34058	0.000748	0.133
TEMP	34059	0.000434	0.133
TEMP	34060	0.000195	0.133
TEMP	34061	0.00011	0.132
TEMP	34062	0.000105	0.130
TEMP	34063	9.32e-05	0.125
TEMP	34064	0.000109	0.118
TEMP	34065	0.000174	0.110
TEMP	34066	0.000412	0.102
TEMP	34067	0.000891	0.0993
TEMP	34068	0.0016	0.0987
TEMP	34069	0.00187	0.0993
TEMP	34070	0.00164	0.0997
TEMP	34071	0.00123	0.0998
TEMP	34072	0.000819	0.0993
TEMP	34073	0.000468	0.0983
TEMP	34074	0.000384	0.0972
TEMP	34075	0.000251	0.0949
TEMP	34076	0.000158	0.0909
TEMP	34077	0.000227	0.0871
TEMP	34078	0.000248	0.0839
TEMP	34079	0.000225	0.0822
TEMP	34080	0.000198	0.0810
TEMP	34081	0.000158	0.0800
TEMP	34082	0.000157	0.0791
TEMP	34083	0.000178	0.0784
TEMP	34084	0.000254	0.0778
TEMP	34085	0.0004	0.0775
TEMP	34086	0.000469	0.0774
TEMP	34087	0.000284	0.0769
TEMP	34088	0.000323	0.0763
TEMP	34089	0.000288	0.0752
TEMP	34090	0.00032	0.0741
TEMP	34091	0.000377	0.0729
TEMP	34092	0.000461	0.0719
TEMP	34093	0.000507	0.0712
TEMP	34094	0.00043	0.0707
TEMP	34095	0.000527	0.0705
TEMP	34096	0.000679	0.0703
TEMP	34097	0.000704	0.0700
TEMP	34098	0.000719	0.0695
TEMP	34099	0.000531	0.0689
TEMP	34100	0.000497	0.0684
TEMP	34101	0.000494	0.0678
TEMP	34102	0.00065	0.0674
TEMP	34103	0.00106	0.0673
TEMP	34104	0.00182	0.0682
TEMP	34105	0.00165	0.0692
TEMP	34106	0.00138	0.0702
TEMP	34107	0.00104	0.0711
TEMP	34108	0.000704	0.0717
TEMP	34109	0.000442	0.0719
TEMP	34110	0.000344	0.0718
TEMP	34111	0.000313	0.0715
TEMP	34112	0.000257	0.0707
TEMP	34113	0.000286	0.0701
TEMP	34114	0.000316	0.0696
TEMP	34115	0.000484	0.0694
TEMP	34116	0.00066	0.0694
TEMP	34117	0.00126	0.0700
TEMP	34118	0.00191	0.0716
TEMP	34119	0.00126	0.0727
TEMP	34120	0.000826	0.0734
TEMP	34121	0.000484	0.0737
TEMP	34122	0.000452	0.0739
TEMP	34123	0.000559	0.0740
TEMP	34124	0.000893	0.0741
TEMP	34125	0.00147	0.0748
TEMP	34126	0.00213	0.0763
TEMP	34127	0.0031	0.0790
TEMP	34128	0.00397	0.0828
TEMP	34129	0.00354	0.0860
TEMP	34130	0.00324	0.0889
TEMP	34131	0.00245	0.0909
TEMP	34132	0.00217	0.0925
TEMP	34133	0.00208	0.0940
TEMP	34134	0.00233	0.0958
TEMP	34135	0.0029	0.0980
TEMP	34136	0.00357	0.100
TEMP	34137	0.00412	0.104
TEMP	34138	0.00369	0.107
TEMP	34139	0.00345	0.110
TEMP	34140	0.00264	0.113
TEMP	34141	0.00168	0.114
TEMP	34142	0.00119	0.115
TEMP	34143	0.00114	0.115
TEMP	34144	0.000955	0.115
TEMP	34145	0.00115	0.115
TEMP	34146	0.0013	0.114
TEMP	34147	0.000797	0.114
TEMP	34148	0.000612	0.113
TEMP	34149	0.000538	0.113
TEMP	34150	0.000494	0.114
TEMP	34151	0.000946	0.114
TEMP	34152	0.00121	0.115
TEMP	34153	0.00123	0.116
TEMP	34154	0.00151	0.117
TEMP	34155	0.00211	0.118
TEMP	34156	0.00305	0.120
TEMP	34157	0.00336	0.122
TEMP	34158	0.00385	0.125
TEMP	34159	0.00365	0.129
TEMP	34160	0.00311	0.131
TEMP	34161	0.00264	0.133
TEMP	34162	0.00261	0.136
TEMP	34163	0.003	0.138
TEMP	34164	0.00281	0.141
TEMP	34165	0.00368	0.145
TEMP	34166	0.00443	0.149
TEMP	34167	0.00388	0.152
TEMP	34168	0.00285	0.155
TEMP	34169	0.00139	0.156
TEMP	34170	0.00107	0.157
TEMP	34171	0.000939	0.158
TEMP	34172	0.00145	0.159
TEMP	34173	0.00211	0.161
TEMP	34174	0.00306	0.164
TEMP	34175	0.00486	0.169
TEMP	34176	0.00432	0.173
TEMP	34177	0.00463	0.178
TEMP	34178	0.00337	0.181
TEMP	34179	0.00229	0.183
TEMP	34180	0.00201	0.185
TEMP	34181	0.00182	0.186
TEMP	34182	0.0019	0.188
TEMP	34183	0.00277	0.191
TEMP	34184	0.00481	0.195
TEMP	34185	0.00995	0.205
TEMP	34186	0.0209	0.225
TEMP	34187	0.0271	0.252
TEMP	34188	0.0285	0.281
TEMP	34189	0.0228	0.303
TEMP	34190	0.0071	0.310
TEMP	34191	0.00193	0.312
TEMP	34192	0.00105	0.313
TEMP	34193	0.00105	0.313
TEMP	34194	0.00197	0.315
TEMP	34195	0.00402	0.318
TEMP	34196	0.00965	0.328
TEMP	34197	0.0145	0.342
TEMP	34198	0.0185	0.361
TEMP	34199	0.0132	0.374
TEMP	34200	0.00731	0.381
TEMP	34201	0.00407	0.385
TEMP	34202	0.00238	0.387
TEMP	34203	0.00143	0.388
TEMP	34204	0.00173	0.388
TEMP	34205	0.00258	0.390
TEMP	34206	0.00577	0.396
TEMP	34207	0.00789	0.403
TEMP	34208	0.00878	0.412
TEMP	34209	0.00644	0.418
TEMP	34210	0.00369	0.422
TEMP	34211	0.0021	0.424
TEMP	34212	0.00119	0.425
TEMP	34213	0.00145	0.426
TEMP	34214	0.0014	0.426
TEMP	34215	0.00177	0.427
TEMP	34216	0.00206	0.427
TEMP	34217	0.00265	0.428
TEMP	34218	0.003	0.430
TEMP	34219	0.00428	0.433
TEMP	34220	0.00914	0.442
TEMP	34221	0.0149	0.456
TEMP	34222	0.0162	0.472
TEMP	34223	0.0119	0.484
TEMP	34224	0.00406	0.488
TEMP	34225	0.00187	0.489
TEMP	34226	0.000819	0.490
TEMP	34227	0.000676	0.490
TEMP	34228	0.000736	0.491
TEMP	34229	0.00145	0.492
TEMP	34230	0.00312	0.495
TEMP	34231	0.00552	0.501
TEMP	34232	0.00718	0.507
TEMP	34233	0.00842	0.515
TEMP	34234	0.00819	0.523
TEMP	34235	0.00598	0.529
TEMP	34236	0.00352	0.532
TEMP	34237	0.00258	0.534
TEMP	34238	0.00182	0.536
TEMP	34239	0.00122	0.537
TEMP	34240	0.00147	0.538
TEMP	34241	0.00229	0.539
TEMP	34242	0.00355	0.542
TEMP	34243	0.00494	0.547
TEMP	34244	0.00452	0.550
TEMP	34245	0.00309	0.553
TEMP	34246	0.00218	0.555
TEMP	34247	0.00179	0.556
TEMP	34248	0.00161	0.557
TEMP	34249	0.00193	0.558
TEMP	34250	0.00241	0.560
TEMP	34251	0.0035	0.561
TEMP	34252	0.00516	0.565
TEMP	34253	0.00583	0.569
TEMP	34254	0.00652	0.575
TEMP	34255	0.00643	0.580
TEMP	34256	0.00504	0.585
TEMP	34257	0.00323	0.588
TEMP	34258	0.00171	0.589
TEMP	34259	0.000734	0.590
TEMP	34260	0.000388	0.590
TEMP	34261	0.000218	0.590
TEMP	34262	0.000198	0.589
TEMP	34263	0.000328	0.589
TEMP	34264	0.000435	0.588
TEMP	34265	0.000624	0.587
TEMP	34266	0.000965	0.587
TEMP	34267	0.00112	0.587
TEMP	34268	0.00144	0.588
TEMP	34269	0.00151	0.589
TEMP	34270	0.00105	0.590
TEMP	34271	0.000714	0.589
TEMP	34272	0.000373	0.588
TEMP	34273	0.000241	0.586
TEMP	34274	0.000174	0.583
TEMP	34275	0.000174	0.580
TEMP	34276	0.000204	0.576
TEMP	34277	0.000203	0.573
TEMP	34278	0.000164	0.571
TEMP	34279	0.000174	0.569
TEMP	34280	0.000165	0.567
TEMP	34281	0.000131	0.565
TEMP	34282	0.000167	0.562
TEMP	34283	0.000234	0.559
TEMP	34284	0.000371	0.555
TEMP	34285	0.000462	0.552
TEMP	34286	0.000511	0.549
TEMP	34287	0.000586	0.547
TEMP	34288	0.00063	0.546
TEMP	34289	0.000576	0.545
TEMP	34290	0.000562	0.545
TEMP	34291	0.00031	0.544
TEMP	34292	0.000171	0.543
TEMP	34293	7.43e-05	0.542
TEMP	34294	6.03e-05	0.541
TEMP	34295	0.00013	0.541
TEMP	34296	0.000309	0.540
TEMP	34297	0.00081	0.541
TEMP	34298	0.00117	0.541
TEMP	34299	0.00117	0.541
TEMP	34300	0.000852	0.540
TEMP	34301	0.000641	0.540
TEMP	34302	0.000285	0.538
TEMP	34303	0.000151	0.535
TEMP	34304	0.000116	0.532
TEMP	34305	7.52e-05	0.528
TEMP	34306	6.42e-05	0.524
TEMP	34307	9.41e-05	0.521
TEMP	34308	0.000181	0.519
TEMP	34309	0.000285	0.516
TEMP	34310	0.000437	0.514
TEMP	34311	0.000555	0.512
TEMP	34312	0.000501	0.508
TEMP	34313	0.000352	0.504
TEMP	34314	0.000198	0.501
TEMP	34315	0.000125	0.498
TEMP	34316	0.000156	0.497
TEMP	34317	0.000217	0.496
TEMP	34318	0.000335	0.495
TEMP	34319	0.000391	0.494
TEMP	34320	0.000323	0.492
TEMP	34321	0.000323	0.490
TEMP	34322	0.000276	0.485
TEMP	34323	0.000272	0.481
TEMP	34324	0.000149	0.477
TEMP	34325	0.000104	0.473
TEMP	34326	9.88e-05	0.471
TEMP	34327	7.63e-05	0.469
TEMP	34328	6.88e-05	0.467
TEMP	34329	6.89e-05	0.466
TEMP	34330	9.12e-05	0.463
TEMP	34331	9.1e-05	0.458
TEMP	34332	0.000107	0.448
TEMP	34333	9.94e-05	0.428
TEMP	34334	0.000162	0.401
TEMP	34335	0.000124	0.372
TEMP	34336	8.76e-05	0.350
TEMP	34337	9.17e-05	0.342
TEMP	34338	0.000109	0.341
TEMP	34339	0.000125	0.340
TEMP	34340	0.00013	0.339
TEMP	34341	0.000115	0.337
TEMP	34342	0.000161	0.333
TEMP	34343	0.000304	0.324
TEMP	34344	0.000394	0.310
TEMP	34345	0.000679	0.292
TEMP	34346	0.000657	0.279
TEMP	34347	0.000324	0.272
TEMP	34348	0.000112	0.268
TEMP	34349	6.83e-05	0.266
TEMP	34350	6.38e-05	0.265
TEMP	34351	9.99e-05	0.263
TEMP	34352	0.000134	0.261
TEMP	34353	0.000225	0.255
TEMP	34354	0.000418	0.248
TEMP	34355	0.000502	0.239
TEMP	34356	0.000668	0.234
TEMP	34357	0.000871	0.231
TEMP	34358	0.000761	0.229
TEMP	34359	0.000495	0.229
TEMP	34360	0.00032	0.228
TEMP	34361	0.000263	0.226
TEMP	34362	0.00028	0.225
TEMP	34363	0.000227	0.223
TEMP	34364	0.000225	0.221
TEMP	34365	0.0003	0.218
TEMP	34366	0.000449	0.214
TEMP	34367	0.000756	0.206
TEMP	34368	0.000997	0.192
TEMP	34369	0.0012	0.177
TEMP	34370	0.00112	0.166
TEMP	34371	0.000956	0.163
TEMP	34372	0.000589	0.162
TEMP	34373	0.00039	0.161
TEMP	34374	0.000266	0.161
TEMP	34375	0.000263	0.160
TEMP	34376	0.000423	0.159
TEMP	34377	0.000883	0.157
TEMP	34378	0.00199	0.154
TEMP	34379	0.00265	0.149
TEMP	34380	0.00299	0.144
TEMP	34381	0.00231	0.138
TEMP	34382	0.0021	0.134
TEMP	34383	0.00151	0.132
TEMP	34384	0.000901	0.130
TEMP	34385	0.00062	0.129
TEMP	34386	0.000444	0.128
TEMP	34387	0.000417	0.127
TEMP	34388	0.000552	0.125
TEMP	34389	0.000897	0.123
TEMP	34390	0.00162	0.119
TEMP	34391	0.00207	0.117
TEMP	34392	0.00242	0.116
TEMP	34393	0.00202	0.116
TEMP	34394	0.0014	0.116
TEMP	34395	0.000914	0.115
TEMP	34396	0.000543	0.114
TEMP	34397	0.000501	0.112
TEMP	34398	0.000759	0.109
TEMP	34399	0.00131	0.105
TEMP	34400	0.00239	0.102
TEMP	34401	0.00401	0.0997
TEMP	34402	0.00517	0.0984
TEMP	34403	0.00467	0.0980
TEMP	34404	0.00447	0.0993
TEMP	34405	0.00303	0.100
TEMP	34406	0.00207	0.101
TEMP	34407	0.0013	0.102
TEMP	34408	0.000997	0.103
TEMP	34409	0.00113	0.104
TEMP	34410	0.00186	0.106
TEMP	34411	0.003	0.108
TEMP	34412	0.00352	0.111
TEMP	34413	0.00379	0.114
TEMP	34414	0.00394	0.117
TEMP	34415	0.00448	0.120
TEMP	34416	0.00604	0.124
TEMP	34417	0.0074	0.131
TEMP	34418	0.00557	0.136
TEMP	34419	0.0038	0.139
TEMP	34420	0.00252	0.141
TEMP	34421	0.00165	0.143
TEMP	34422	0.00162	0.144
TEMP	34423	0.00213	0.146
TEMP	34424	0.00342	0.149
TEMP	34425	0.00488	0.154
TEMP	34426	0.00573	0.160
TEMP	34427	0.00647	0.166
TEMP	34428	0.00605	0.172
TEMP	34429	0.00421	0.176
TEMP	34430	0.00302	0.179
TEMP	34431	0.00237	0.181
TEMP	34432	0.00274	0.183
TEMP	34433	0.00218	0.185
TEMP	34434	0.00218	0.186
TEMP	34435	0.00231	0.188
TEMP	34436	0.00365	0.191
TEMP	34437	0.00352	0.194
TEMP	34438	0.00518	0.199
TEMP	34439	0.00469	0.203
TEMP	34440	0.00274	0.206
TEMP	34441	0.00276	0.209
TEMP	34442	0.00202	0.211
TEMP	34443	0.00203	0.212
TEMP	34444	0.0029	0.214
TEMP	34445	0.00481	0.218
TEMP	34446	0.00546	0.222
TEMP	34447	0.0064	0.228
TEMP	34448	0.00707	0.234
TEMP	34449	0.00686	0.241
TEMP	34450	0.00562	0.246
TEMP	34451	0.00235	0.249
TEMP	34452	0.00152	0.250
TEMP	34453	0.0016	0.251
TEMP	34454	0.0023	0.254
TEMP	34455	0.0028	0.256
TEMP	34456	0.00497	0.261
TEMP	34457	0.00908	0.270
TEMP	34458	0.00877	0.278
TEMP	34459	0.00969	0.287
TEMP	34460	0.00648	0.293
TEMP	34461	0.00372	0.297
TEMP	34462	0.00252	0.299
TEMP	34463	0.00186	0.301
TEMP	34464	0.00187	0.302
TEMP	34465	0.00131	0.303
TEMP	34466	0.00129	0.304
TEMP	34467	0.00119	0.305
TEMP	34468	0.00115	0.306
TEMP	34469	0.0019	0.308
TEMP	34470	0.00269	0.310
TEMP	34471	0.00393	0.314
TEMP	34472	0.00289	0.317
TEMP	34473	0.00164	0.318
TEMP	34474	0.00134	0.319
TEMP	34475	0.00152	0.321
TEMP	34476	0.00249	0.323
TEMP	34477	0.00473	0.328
TEMP	34478	0.0105	0.338
TEMP	34479	0.0142	0.352
TEMP	34480	0.0138	0.366
TEMP	34481	0.0127	0.379
TEMP	34482	0.0139	0.392
TEMP	34483	0.0162	0.409
TEMP	34484	0.0235	0.432
TEMP	34485	0.0263	0.458
TEMP	34486	0.0194	0.477
TEMP	34487	0.0107	0.488
TEMP	34488	0.00512	0.493
TEMP	34489	0.00283	0.496
TEMP	34490	0.00264	0.498
TEMP	34491	0.00352	0.501
TEMP	34492	0.00563	0.506
TEMP	34493	0.00848	0.514
TEMP	34494	0.00908	0.523
TEMP	34495	0.0112	0.534
TEMP	34496	0.0073	0.541
TEMP	34497	0.00602	0.547
TEMP	34498	0.00572	0.553
TEMP	34499	0.00506	0.558
TEMP	34500	0.00299	0.560
TEMP	34501	0.0018	0.562
TEMP	34502	0.00143	0.563
TEMP	34503	0.00171	0.564
TEMP	34504	0.00417	0.567
TEMP	34505	0.00775	0.574
TEMP	34506	0.0141	0.588
TEMP	34507	0.0226	0.610
TEMP	34508	0.0182	0.628
TEMP	34509	0.00948	0.637
TEMP	34510	0.00796	0.645
TEMP	34511	0.00605	0.650
TEMP	34512	0.00549	0.656
TEMP	34513	0.00621	0.661
TEMP	34514	0.00464	0.665
TEMP	34515	0.00448	0.669
TEMP	34516	0.00414	0.672
TEMP	34517	0.00322	0.674
TEMP	34518	0.00232	0.675
TEMP	34519	0.00182	0.676
TEMP	34520	0.00136	0.677
TEMP	34521	0.000854	0.678
TEMP	34522	0.000745	0.678
TEMP	34523	0.000973	0.679
TEMP	34524	0.00182	0.680
TEMP	34525	0.00375	0.682
TEMP	34526	0.00584	0.685
TEMP	34527	0.00465	0.687
TEMP	34528	0.00283	0.687
TEMP	34529	0.0015	0.687
TEMP	34530	0.000696	0.686
TEMP	34531	0.000592	0.685
TEMP	34532	0.000655	0.685
TEMP	34533	0.00126	0.686
TEMP	34534	0.00187	0.688
TEMP	34535	0.00231	0.689
TEMP	34536	0.00283	0.691
TEMP	34537	0.0028	0.693
TEMP	34538	0.00244	0.693
TEMP	34539	0.00176	0.692
TEMP	34540	0.00133	0.692
TEMP	34541	0.000823	0.691
TEMP	34542	0.000464	0.691
TEMP	34543	0.000448	0.690
TEMP	34544	0.000776	0.691
TEMP	34545	0.00183	0.692
TEMP	34546	0.0035	0.694
TEMP	34547	0.00629	0.698
TEMP	34548	0.00783	0.702
TEMP	34549	0.00551	0.702
TEMP	34550	0.00387	0.701
TEMP	34551	0.00242	0.699
TEMP	34552	0.00223	0.698
TEMP	34553	0.00188	0.698
TEMP	34554	0.00164	0.699
TEMP	34555	0.00208	0.700
TEMP	34556	0.00165	0.700
TEMP	34557	0.00193	0.700
TEMP	34558	0.00256	0.700
TEMP	34559	0.00286	0.699
TEMP	34560	0.00212	0.697
TEMP	34561	0.00201	0.696
TEMP	34562	0.00174	0.693
TEMP	34563	0.00217	0.689
TEMP	34564	0.00291	0.684
TEMP	34565	0.00415	0.683
TEMP	34566	0.00664	0.686
TEMP	34567	0.00693	0.690
TEMP	34568	0.00367	0.692
TEMP	34569	0.00198	0.693
TEMP	34570	0.00152	0.692
TEMP	34571	0.00106	0.690
TEMP	34572	0.00111	0.686
TEMP	34573	0.00122	0.681
TEMP	34574	0.00165	0.677
TEMP	34575	0.00294	0.673
TEMP	34576	0.00448	0.674
TEMP	34577	0.00602	0.677
TEMP	34578	0.00749	0.682
TEMP	34579	0.00759	0.687
TEMP	34580	0.00523	0.690
TEMP	34581	0.004	0.692
TEMP	34582	0.00319	0.692
TEMP	34583	0.00295	0.692
TEMP	34584	0.00259	0.691
TEMP	34585	0.0022	0.688
TEMP	34586	0.00199	0.685
TEMP	34587	0.0014	0.684
TEMP	34588	0.000865	0.682
TEMP	34589	0.000488	0.680
TEMP	34590	0.000247	0.679
TEMP	34591	0.000249	0.676
TEMP	34592	0.000526	0.672
TEMP	34593	0.000848	0.667
TEMP	34594	0.00147	0.662
TEMP	34595	0.00176	0.657
TEMP	34596	0.00153	0.651
TEMP	34597	0.0012	0.647
TEMP	34598	0.000688	0.645
TEMP	34599	0.000502	0.644
TEMP	34600	0.0005	0.643
TEMP	34601	0.00049	0.641
TEMP	34602	0.000501	0.639
TEMP	34603	0.000852	0.635
TEMP	34604	0.00121	0.627
TEMP	34605	0.00174	0.620
TEMP	34606	0.00177	0.612
TEMP	34607	0.00168	0.607
TEMP	34608	0.00123	0.605
TEMP	34609	0.000682	0.603
TEMP	34610	0.000414	0.602
TEMP	34611	0.000322	0.600
TEMP	34612	0.000296	0.599
TEMP	34613	0.000327	0.598
TEMP	34614	0.00046	0.597
TEMP	34615	0.000943	0.597
TEMP	34616	0.00168	0.597
TEMP	34617	0.00239	0.597
TEMP	34618	0.00234	0.595
TEMP	34619	0.00277	0.595
TEMP	34620	0.00215	0.595
TEMP	34621	0.00211	0.596
TEMP	34622	0.00185	0.597
TEMP	34623	0.00135	0.595
TEMP	34624	0.00211	0.593
TEMP	34625	0.00199	0.584
TEMP	34626	0.00267	0.573
TEMP	34627	0.00184	0.561
TEMP	34628	0.000982	0.549
TEMP	34629	0.000643	0.536
TEMP	34630	0.000482	0.520
TEMP	34631	0.000604	0.497
TEMP	34632	0.000978	0.472
TEMP	34633	0.00221	0.455
TEMP	34634	0.00393	0.448
TEMP	34635	0.00776	0.451
TEMP	34636	0.00902	0.457
TEMP	34637	0.00938	0.464
TEMP	34638	0.0058	0.466
TEMP	34639	0.00341	0.464
TEMP	34640	0.00131	0.456
TEMP	34641	0.000947	0.448
TEMP	34642	0.000891	0.438
TEMP	34643	0.00104	0.432
TEMP	34644	0.00188	0.428
TEMP	34645	0.00282	0.425
TEMP	34646	0.00483	0.424
TEMP	34647	0.00825	0.430
TEMP	34648	0.0082	0.436
TEMP	34649	0.00562	0.440
TEMP	34650	0.00406	0.443
TEMP	34651	0.00248	0.441
TEMP	34652	0.00292	0.436
TEMP	34653	0.00305	0.425
TEMP	34654	0.00327	0.406
TEMP	34655	0.00349	0.391
TEMP	34656	0.00283	0.384
TEMP	34657	0.00209	0.378
TEMP	34658	0.00125	0.374
TEMP	34659	0.00102	0.369
TEMP	34660	0.000905	0.364
TEMP	34661	0.000781	0.360
TEMP	34662	0.00081	0.356
TEMP	34663	0.00156	0.354
TEMP	34664	0.00289	0.353
TEMP	34665	0.00718	0.358
TEMP	34666	0.0152	0.372
TEMP	34667	0.0383	0.409
TEMP	34668	0.0495	0.457
TEMP	34669	0.0326	0.489
TEMP	34670	0.0169	0.505
TEMP	34671	0.0073	0.511
TEMP	34672	0.00398	0.511
TEMP	34673	0.00235	0.507
TEMP	34674	0.00242	0.505
TEMP	34675	0.00371	0.506
TEMP	34676	0.00339	0.508
TEMP	34677	0.00356	0.511
TEMP	34678	0.00437	0.514
TEMP	34679	0.00765	0.521
TEMP	34680	0.01	0.530
TEMP	34681	0.0117	0.540
TEMP	34682	0.0101	0.548
